,Unnamed: 0,song_names,song_ids,duration,song_urls,artists,added_at,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
448,448,Drifting,5cSg8SdClubjZ32WrKwzAW,162711,https://open.spotify.com/track/5cSg8SdClubjZ32WrKwzAW,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2QuPPChZpqAai29uqulNFe'}, 'href': 'https://api.spotify.com/v1/artists/2QuPPChZpqAai29uqulNFe', 'id': '2QuPPChZpqAai29uqulNFe', 'name': 'Pretty Pacc', 'type': 'artist', 'uri': 'spotify:artist:2QuPPChZpqAai29uqulNFe'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3Ps6le7tj5BdNtdnfNgTU4'}, 'href': 'https://api.spotify.com/v1/artists/3Ps6le7tj5BdNtdnfNgTU4', 'id': '3Ps6le7tj5BdNtdnfNgTU4', 'name': '6 Dogs', 'type': 'artist', 'uri': 'spotify:artist:3Ps6le7tj5BdNtdnfNgTU4'}]",2022-04-13T22:23:00Z,0.731,0.803,8,-7.23,0.0506,0.249,0.0,0.0902,0.452,94.519
466,466,FOOL'S GOLD,3nIlBeSIVnDbWFO3mExxV2,149843,https://open.spotify.com/track/3nIlBeSIVnDbWFO3mExxV2,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3hOdow4ZPmrby7Q1wfPLEy'}, 'href': 'https://api.spotify.com/v1/artists/3hOdow4ZPmrby7Q1wfPLEy', 'id': '3hOdow4ZPmrby7Q1wfPLEy', 'name': 'Aries', 'type': 'artist', 'uri': 'spotify:artist:3hOdow4ZPmrby7Q1wfPLEy'}]",2022-04-12T01:35:03Z,0.662,0.525,6,-8.546,0.0341,0.281,0.0,0.199,0.577,133.937
472,472,Calabasas,4TXdMmTNsCETBK0D7PCYsL,160000,https://open.spotify.com/track/4TXdMmTNsCETBK0D7PCYsL,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/00Z3UDoAQwzvGu13HoAM7J'}, 'href': 'https://api.spotify.com/v1/artists/00Z3UDoAQwzvGu13HoAM7J', 'id': '00Z3UDoAQwzvGu13HoAM7J', 'name': 'Skizzy Mars', 'type': 'artist', 'uri': 'spotify:artist:00Z3UDoAQwzvGu13HoAM7J'}]",2022-04-12T00:40:16Z,0.861,0.632,3,-5.754,0.0451,0.0627,0.0,0.15,0.327,132.004
475,475,White Iverson,6eT7xZZlB2mwyzJ2sUKG6w,256533,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/246dkjvS1zLTtiykXe5h60'}, 'href': 'https://api.spotify.com/v1/artists/246dkjvS1zLTtiykXe5h60', 'id': '246dkjvS1zLTtiykXe5h60', 'name': 'Post Malone', 'type': 'artist', 'uri': 'spotify:artist:246dkjvS1zLTtiykXe5h60'}]",2022-04-09T19:00:47Z,0.675,0.562,7,-7.678,0.0352,0.233,0.0,0.0816,0.309,130.098
490,490,regret,5TcasgWQuhtJhXv2RiIIu0,181260,https://open.spotify.com/track/5TcasgWQuhtJhXv2RiIIu0,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6ASri4ePR7RlsvIQgWPJpS'}, 'href': 'https://api.spotify.com/v1/artists/6ASri4ePR7RlsvIQgWPJpS', 'id': '6ASri4ePR7RlsvIQgWPJpS', 'name': 'iann dior', 'type': 'artist', 'uri': 'spotify:artist:6ASri4ePR7RlsvIQgWPJpS'}]",2022-04-01T03:38:07Z,0.704,0.659,7,-5.47,0.103,0.14,0.0,0.113,0.398,159.985
495,495,I might,2XOf1wURc66u5OvG809rIO,127733,https://open.spotify.com/track/2XOf1wURc66u5OvG809rIO,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6ASri4ePR7RlsvIQgWPJpS'}, 'href': 'https://api.spotify.com/v1/artists/6ASri4ePR7RlsvIQgWPJpS', 'id': '6ASri4ePR7RlsvIQgWPJpS', 'name': 'iann dior', 'type': 'artist', 'uri': 'spotify:artist:6ASri4ePR7RlsvIQgWPJpS'}]",2022-04-01T03:29:00Z,0.727,0.657,8,-7.186,0.0456,0.0467,0.0,0.193,0.423,150.051
496,496,complicate it,53iLwDjHRtP84RCze0ltth,156773,https://open.spotify.com/track/53iLwDjHRtP84RCze0ltth,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6ASri4ePR7RlsvIQgWPJpS'}, 'href': 'https://api.spotify.com/v1/artists/6ASri4ePR7RlsvIQgWPJpS', 'id': '6ASri4ePR7RlsvIQgWPJpS', 'name': 'iann dior', 'type': 'artist', 'uri': 'spotify:artist:6ASri4ePR7RlsvIQgWPJpS'}]",2022-04-01T03:27:21Z,0.706,0.599,1,-5.248,0.0518,0.318,0.0,0.083,0.463,94.096
531,531,Over It,4T4Hfnrf0UE1JOSCFZrHDE,208793,https://open.spotify.com/track/4T4Hfnrf0UE1JOSCFZrHDE,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4yd7yIMgOjvfUnubRvz3YT'}, 'href': 'https://api.spotify.com/v1/artists/4yd7yIMgOjvfUnubRvz3YT', 'id': '4yd7yIMgOjvfUnubRvz3YT', 'name': 'pilton', 'type': 'artist', 'uri': 'spotify:artist:4yd7yIMgOjvfUnubRvz3YT'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0wCmTfNdXc6UbsqIg9pcuP'}, 'href': 'https://api.spotify.com/v1/artists/0wCmTfNdXc6UbsqIg9pcuP', 'id': '0wCmTfNdXc6UbsqIg9pcuP', 'name': 'Edgar Sandoval Jr', 'type': 'artist', 'uri': 'spotify:artist:0wCmTfNdXc6UbsqIg9pcuP'}]",2022-03-21T05:21:38Z,0.688,0.674,1,-6.288,0.0775,0.199,0.0,0.0835,0.774,105.029
532,532,Breathe (feat. kaspara),7pDdE5FLqcNCvjxzRzm80r,175081,https://open.spotify.com/track/7pDdE5FLqcNCvjxzRzm80r,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6i1GVNJCyyssRwXmnaeEFH'}, 'href': 'https://api.spotify.com/v1/artists/6i1GVNJCyyssRwXmnaeEFH', 'id': '6i1GVNJCyyssRwXmnaeEFH', 'name': 'Syn Cole', 'type': 'artist', 'uri': 'spotify:artist:6i1GVNJCyyssRwXmnaeEFH'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4DTvSNQv43222tg1K7C8k2'}, 'href': 'https://api.spotify.com/v1/artists/4DTvSNQv43222tg1K7C8k2', 'id': '4DTvSNQv43222tg1K7C8k2', 'name': 'Kaspara', 'type': 'artist', 'uri': 'spotify:artist:4DTvSNQv43222tg1K7C8k2'}]",2022-03-21T05:21:35Z,0.753,0.749,6,-5.214,0.0314,0.0546,4.39e-06,0.166,0.589,121.988
556,556,Do Re Mi,6eAbUNSkghrZnDe7pcALDs,133548,https://open.spotify.com/track/6eAbUNSkghrZnDe7pcALDs,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0Jk0TeNXrhhwOMmR2nNyZR'}, 'href': 'https://api.spotify.com/v1/artists/0Jk0TeNXrhhwOMmR2nNyZR', 'id': '0Jk0TeNXrhhwOMmR2nNyZR', 'name': 'The FifthGuys', 'type': 'artist', 'uri': 'spotify:artist:0Jk0TeNXrhhwOMmR2nNyZR'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3y03cacOqPS9hc4UN2U9rc'}, 'href': 'https://api.spotify.com/v1/artists/3y03cacOqPS9hc4UN2U9rc', 'id': '3y03cacOqPS9hc4UN2U9rc', 'name': 'NBLM', 'type': 'artist', 'uri': 'spotify:artist:3y03cacOqPS9hc4UN2U9rc'}]",2022-03-16T15:23:15Z,0.727,0.779,5,-5.498,0.0309,0.0153,2.44e-05,0.167,0.344,123.995
572,572,Carefree,0UfB1oHKwWuBTBAuIZc0V7,179352,https://open.spotify.com/track/0UfB1oHKwWuBTBAuIZc0V7,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4qBgvVog0wzW75IQ48mU7v'}, 'href': 'https://api.spotify.com/v1/artists/4qBgvVog0wzW75IQ48mU7v', 'id': '4qBgvVog0wzW75IQ48mU7v', 'name': 'KYLE', 'type': 'artist', 'uri': 'spotify:artist:4qBgvVog0wzW75IQ48mU7v'}]",2022-03-15T02:42:56Z,0.813,0.468,8,-9.314,0.0556,0.157,0.0,0.0726,0.595,92.944
590,590,Scars (feat. Yung Pinch),5vYFytw8LxagF6WbpK5imG,196728,https://open.spotify.com/track/5vYFytw8LxagF6WbpK5imG,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/76M2Ekj8bG8W7X2nbx2CpF'}, 'href': 'https://api.spotify.com/v1/artists/76M2Ekj8bG8W7X2nbx2CpF', 'id': '76M2Ekj8bG8W7X2nbx2CpF', 'name': 'NGHTMRE', 'type': 'artist', 'uri': 'spotify:artist:76M2Ekj8bG8W7X2nbx2CpF'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/61qMnYXa1GxSBoV3IiYKjZ'}, 'href': 'https://api.spotify.com/v1/artists/61qMnYXa1GxSBoV3IiYKjZ', 'id': '61qMnYXa1GxSBoV3IiYKjZ', 'name': 'Yung Pinch', 'type': 'artist', 'uri': 'spotify:artist:61qMnYXa1GxSBoV3IiYKjZ'}]",2022-02-20T22:24:58Z,0.705,0.809,5,-4.38,0.0772,0.0667,0.0,0.122,0.578,150.076
602,602,Endless Nightmare,2CHuu85IjdomB4wPkDwoZp,151308,https://open.spotify.com/track/2CHuu85IjdomB4wPkDwoZp,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2rWCIhENZyPVDAeFC0ESWN'}, 'href': 'https://api.spotify.com/v1/artists/2rWCIhENZyPVDAeFC0ESWN', 'id': '2rWCIhENZyPVDAeFC0ESWN', 'name': 'Josh A', 'type': 'artist', 'uri': 'spotify:artist:2rWCIhENZyPVDAeFC0ESWN'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/26JloX1vHxGGrGUVeMItFJ'}, 'href': 'https://api.spotify.com/v1/artists/26JloX1vHxGGrGUVeMItFJ', 'id': '26JloX1vHxGGrGUVeMItFJ', 'name': 'iamjakehill', 'type': 'artist', 'uri': 'spotify:artist:26JloX1vHxGGrGUVeMItFJ'}]",2022-01-03T21:34:25Z,0.728,0.573,6,-8.388,0.0347,0.00716,0.0,0.164,0.315,139.947
608,608,Let You Down,52okn5MNA47tk87PeZJLEL,212120,https://open.spotify.com/track/52okn5MNA47tk87PeZJLEL,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6fOMl44jA4Sp5b9PpYCkzz'}, 'href': 'https://api.spotify.com/v1/artists/6fOMl44jA4Sp5b9PpYCkzz', 'id': '6fOMl44jA4Sp5b9PpYCkzz', 'name': 'NF', 'type': 'artist', 'uri': 'spotify:artist:6fOMl44jA4Sp5b9PpYCkzz'}]",2022-01-03T18:46:03Z,0.662,0.714,5,-5.68,0.121,0.312,0.0,0.179,0.464,147.997
621,621,cheers (with Wiz Khalifa),41uMT21Z2Sts6UNsz19ZH5,201009,https://open.spotify.com/track/41uMT21Z2Sts6UNsz19ZH5,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2cFrymmkijnjDg9SS92EPM'}, 'href': 'https://api.spotify.com/v1/artists/2cFrymmkijnjDg9SS92EPM', 'id': '2cFrymmkijnjDg9SS92EPM', 'name': 'blackbear', 'type': 'artist', 'uri': 'spotify:artist:2cFrymmkijnjDg9SS92EPM'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/137W8MRPWKqSmrBGDBFSop'}, 'href': 'https://api.spotify.com/v1/artists/137W8MRPWKqSmrBGDBFSop', 'id': '137W8MRPWKqSmrBGDBFSop', 'name': 'Wiz Khalifa', 'type': 'artist', 'uri': 'spotify:artist:137W8MRPWKqSmrBGDBFSop'}]",2021-12-23T22:27:29Z,0.795,0.642,9,-4.431,0.0288,0.0509,0.0,0.17,0.669,97.999
624,624,Fell Too Far,3wT2sBMJHXCkSexVBBhrCH,225192,https://open.spotify.com/track/3wT2sBMJHXCkSexVBBhrCH,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6kFCeHJQ1sK1fgBrqMK3G9'}, 'href': 'https://api.spotify.com/v1/artists/6kFCeHJQ1sK1fgBrqMK3G9', 'id': '6kFCeHJQ1sK1fgBrqMK3G9', 'name': 'Nick Bonin', 'type': 'artist', 'uri': 'spotify:artist:6kFCeHJQ1sK1fgBrqMK3G9'}]",2021-12-19T07:36:14Z,0.757,0.645,5,-7.349,0.211,0.0683,0.0,0.0714,0.509,145.092
653,653,RIDING,4JnX8tY9me7jHqDwgifhwU,145867,https://open.spotify.com/track/4JnX8tY9me7jHqDwgifhwU,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3hOdow4ZPmrby7Q1wfPLEy'}, 'href': 'https://api.spotify.com/v1/artists/3hOdow4ZPmrby7Q1wfPLEy', 'id': '3hOdow4ZPmrby7Q1wfPLEy', 'name': 'Aries', 'type': 'artist', 'uri': 'spotify:artist:3hOdow4ZPmrby7Q1wfPLEy'}]",2021-11-26T18:52:44Z,0.777,0.702,4,-6.374,0.041,0.0308,0.0,0.0804,0.569,121.016
664,664,YiPiYaY,0tlM57cmnhLbHwxU8hGox4,105211,https://open.spotify.com/track/0tlM57cmnhLbHwxU8hGox4,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3Gm5F95VdRxW3mqCn8RPBJ'}, 'href': 'https://api.spotify.com/v1/artists/3Gm5F95VdRxW3mqCn8RPBJ', 'id': '3Gm5F95VdRxW3mqCn8RPBJ', 'name': 'Aminé', 'type': 'artist', 'uri': 'spotify:artist:3Gm5F95VdRxW3mqCn8RPBJ'}]",2021-11-05T20:12:50Z,0.859,0.592,7,-4.505,0.14,0.095,0.0,0.0841,0.463,147.036
671,671,On the Run,0USo3RXf528L0lXUlQUErJ,153600,https://open.spotify.com/track/0USo3RXf528L0lXUlQUErJ,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7FGjkq9WfrRmBFL64ST0p9'}, 'href': 'https://api.spotify.com/v1/artists/7FGjkq9WfrRmBFL64ST0p9', 'id': '7FGjkq9WfrRmBFL64ST0p9', 'name': 'KillBunk', 'type': 'artist', 'uri': 'spotify:artist:7FGjkq9WfrRmBFL64ST0p9'}]",2021-09-28T20:22:03Z,0.745,0.656,6,-6.778,0.0353,0.00196,0.0,0.0896,0.493,124.93
688,688,NOT SOBER (feat. Polo G & Stunna Gambino),1JXBNvlDEl2epKSJ9EOgKX,216000,https://open.spotify.com/track/1JXBNvlDEl2epKSJ9EOgKX,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2tIP7SsRs7vjIcLrU85W8J'}, 'href': 'https://api.spotify.com/v1/artists/2tIP7SsRs7vjIcLrU85W8J', 'id': '2tIP7SsRs7vjIcLrU85W8J', 'name': 'The Kid LAROI', 'type': 'artist', 'uri': 'spotify:artist:2tIP7SsRs7vjIcLrU85W8J'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6AgTAQt8XS6jRWi4sX7w49'}, 'href': 'https://api.spotify.com/v1/artists/6AgTAQt8XS6jRWi4sX7w49', 'id': '6AgTAQt8XS6jRWi4sX7w49', 'name': 'Polo G', 'type': 'artist', 'uri': 'spotify:artist:6AgTAQt8XS6jRWi4sX7w49'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/15ZjD8Gus20Miqw3fdOaXX'}, 'href': 'https://api.spotify.com/v1/artists/15ZjD8Gus20Miqw3fdOaXX', 'id': '15ZjD8Gus20Miqw3fdOaXX', 'name': 'Stunna Gambino', 'type': 'artist', 'uri': 'spotify:artist:15ZjD8Gus20Miqw3fdOaXX'}]",2021-07-29T01:51:30Z,0.671,0.639,2,-6.852,0.134,0.0928,0.0,0.0941,0.385,119.82
702,702,Parked Cars (feat. KYLE & Kota the Friend),3dQIjb8RUcUZJxHCbX5Gs5,216933,https://open.spotify.com/track/3dQIjb8RUcUZJxHCbX5Gs5,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6WZfEqqsYujHTUDuNd5Lbc'}, 'href': 'https://api.spotify.com/v1/artists/6WZfEqqsYujHTUDuNd5Lbc', 'id': '6WZfEqqsYujHTUDuNd5Lbc', 'name': 'Travis Thompson', 'type': 'artist', 'uri': 'spotify:artist:6WZfEqqsYujHTUDuNd5Lbc'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4qBgvVog0wzW75IQ48mU7v'}, 'href': 'https://api.spotify.com/v1/artists/4qBgvVog0wzW75IQ48mU7v', 'id': '4qBgvVog0wzW75IQ48mU7v', 'name': 'KYLE', 'type': 'artist', 'uri': 'spotify:artist:4qBgvVog0wzW75IQ48mU7v'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2AfU5LYBVCiCtuCCfM7uVX'}, 'href': 'https://api.spotify.com/v1/artists/2AfU5LYBVCiCtuCCfM7uVX', 'id': '2AfU5LYBVCiCtuCCfM7uVX', 'name': 'Kota the Friend', 'type': 'artist', 'uri': 'spotify:artist:2AfU5LYBVCiCtuCCfM7uVX'}]",2021-06-29T17:40:47Z,0.748,0.527,9,-8.48,0.0754,0.103,0.0,0.243,0.538,142.908
707,707,Higher (feat. iann dior) - Dimitri Vegas & Like Mike Remix,1mkyynaUpbuzxGPUEBCVic,173840,https://open.spotify.com/track/1mkyynaUpbuzxGPUEBCVic,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6MDME20pz9RveH9rEXvrOM'}, 'href': 'https://api.spotify.com/v1/artists/6MDME20pz9RveH9rEXvrOM', 'id': '6MDME20pz9RveH9rEXvrOM', 'name': 'Clean Bandit', 'type': 'artist', 'uri': 'spotify:artist:6MDME20pz9RveH9rEXvrOM'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/73jBynjsVtofjRpdpRAJGk'}, 'href': 'https://api.spotify.com/v1/artists/73jBynjsVtofjRpdpRAJGk', 'id': '73jBynjsVtofjRpdpRAJGk', 'name': 'Dimitri Vegas & Like Mike', 'type': 'artist', 'uri': 'spotify:artist:73jBynjsVtofjRpdpRAJGk'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6ASri4ePR7RlsvIQgWPJpS'}, 'href': 'https://api.spotify.com/v1/artists/6ASri4ePR7RlsvIQgWPJpS', 'id': '6ASri4ePR7RlsvIQgWPJpS', 'name': 'iann dior', 'type': 'artist', 'uri': 'spotify:artist:6ASri4ePR7RlsvIQgWPJpS'}]",2021-06-05T22:01:29Z,0.691,0.786,1,-6.11,0.0667,0.244,0.0,0.181,0.31,115.068
716,716,Long Beach,6tqIes4TjudsjfIpK4P2Jh,252778,https://open.spotify.com/track/6tqIes4TjudsjfIpK4P2Jh,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2AfU5LYBVCiCtuCCfM7uVX'}, 'href': 'https://api.spotify.com/v1/artists/2AfU5LYBVCiCtuCCfM7uVX', 'id': '2AfU5LYBVCiCtuCCfM7uVX', 'name': 'Kota the Friend', 'type': 'artist', 'uri': 'spotify:artist:2AfU5LYBVCiCtuCCfM7uVX'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3YzuOhp0V0YIuaukc7U3Rp'}, 'href': 'https://api.spotify.com/v1/artists/3YzuOhp0V0YIuaukc7U3Rp', 'id': '3YzuOhp0V0YIuaukc7U3Rp', 'name': ""Hello O'shay"", 'type': 'artist', 'uri': 'spotify:artist:3YzuOhp0V0YIuaukc7U3Rp'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2fTTmPI3XaJwqM19w5QiRz'}, 'href': 'https://api.spotify.com/v1/artists/2fTTmPI3XaJwqM19w5QiRz', 'id': '2fTTmPI3XaJwqM19w5QiRz', 'name': 'Alex Banin', 'type': 'artist', 'uri': 'spotify:artist:2fTTmPI3XaJwqM19w5QiRz'}]",2021-05-26T07:13:30Z,0.809,0.613,2,-8.402,0.175,0.0685,0.0,0.107,0.562,104.991
717,717,Flaws And Sins,2BSbCCbaSCzkOEZa6N5901,218348,https://open.spotify.com/track/2BSbCCbaSCzkOEZa6N5901,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4MCBfE4596Uoi2O4DtmEMz'}, 'href': 'https://api.spotify.com/v1/artists/4MCBfE4596Uoi2O4DtmEMz', 'id': '4MCBfE4596Uoi2O4DtmEMz', 'name': 'Juice WRLD', 'type': 'artist', 'uri': 'spotify:artist:4MCBfE4596Uoi2O4DtmEMz'}]",2021-05-23T20:29:38Z,0.709,0.662,8,-4.55,0.0766,0.00966,0.0,0.108,0.439,150.046
726,726,Whipski (feat. Lil Skies & Internet Money),0a2Yk4ORO4MsGaJ4DI03qx,183982,https://open.spotify.com/track/0a2Yk4ORO4MsGaJ4DI03qx,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5IbEL2xjRtKsunfmsahLuO'}, 'href': 'https://api.spotify.com/v1/artists/5IbEL2xjRtKsunfmsahLuO', 'id': '5IbEL2xjRtKsunfmsahLuO', 'name': '$NOT', 'type': 'artist', 'uri': 'spotify:artist:5IbEL2xjRtKsunfmsahLuO'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7d3WFRME3vBY2cgoP38RDo'}, 'href': 'https://api.spotify.com/v1/artists/7d3WFRME3vBY2cgoP38RDo', 'id': '7d3WFRME3vBY2cgoP38RDo', 'name': 'Lil Skies', 'type': 'artist', 'uri': 'spotify:artist:7d3WFRME3vBY2cgoP38RDo'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6MPCFvOQv5cIGfw3jODMF0'}, 'href': 'https://api.spotify.com/v1/artists/6MPCFvOQv5cIGfw3jODMF0', 'id': '6MPCFvOQv5cIGfw3jODMF0', 'name': 'Internet Money', 'type': 'artist', 'uri': 'spotify:artist:6MPCFvOQv5cIGfw3jODMF0'}]",2021-04-12T20:34:55Z,0.841,0.545,9,-8.013,0.222,0.268,0.0,0.25,0.305,94.528
735,735,Love Or Lust,05EjphKqE2EJVMy0iORf1l,176373,https://open.spotify.com/track/05EjphKqE2EJVMy0iORf1l,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6fWVd57NKTalqvmjRd2t8Z'}, 'href': 'https://api.spotify.com/v1/artists/6fWVd57NKTalqvmjRd2t8Z', 'id': '6fWVd57NKTalqvmjRd2t8Z', 'name': '24kGoldn', 'type': 'artist', 'uri': 'spotify:artist:6fWVd57NKTalqvmjRd2t8Z'}]",2021-03-27T18:24:43Z,0.718,0.651,8,-3.594,0.13,0.112,0.0,0.101,0.723,144.042
747,747,Ms. Jackson,0I3q5fE6wg7LIfHGngUTnV,270506,https://open.spotify.com/track/0I3q5fE6wg7LIfHGngUTnV,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1G9G7WwrXka3Z1r7aIDjI7'}, 'href': 'https://api.spotify.com/v1/artists/1G9G7WwrXka3Z1r7aIDjI7', 'id': '1G9G7WwrXka3Z1r7aIDjI7', 'name': 'Outkast', 'type': 'artist', 'uri': 'spotify:artist:1G9G7WwrXka3Z1r7aIDjI7'}]",2021-02-25T05:27:23Z,0.843,0.806,4,-5.946,0.269,0.143,0.0,0.0771,0.613,94.948
752,752,Coco (feat. DaBaby),2V6pjeOCuPBVlatcWTXUtP,142000,https://open.spotify.com/track/2V6pjeOCuPBVlatcWTXUtP,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6fWVd57NKTalqvmjRd2t8Z'}, 'href': 'https://api.spotify.com/v1/artists/6fWVd57NKTalqvmjRd2t8Z', 'id': '6fWVd57NKTalqvmjRd2t8Z', 'name': '24kGoldn', 'type': 'artist', 'uri': 'spotify:artist:6fWVd57NKTalqvmjRd2t8Z'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4r63FhuTkUYltbVAg5TQnk'}, 'href': 'https://api.spotify.com/v1/artists/4r63FhuTkUYltbVAg5TQnk', 'id': '4r63FhuTkUYltbVAg5TQnk', 'name': 'DaBaby', 'type': 'artist', 'uri': 'spotify:artist:4r63FhuTkUYltbVAg5TQnk'}]",2020-12-26T01:02:27Z,0.692,0.774,7,-4.385,0.0872,0.146,0.0,0.155,0.533,98.066
753,753,talk it out,1Kc3I8z2m0ysEZUdvKIaqH,151244,https://open.spotify.com/track/1Kc3I8z2m0ysEZUdvKIaqH,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/76Plkuk64KSXfG04kwxNZk'}, 'href': 'https://api.spotify.com/v1/artists/76Plkuk64KSXfG04kwxNZk', 'id': '76Plkuk64KSXfG04kwxNZk', 'name': 'Koi', 'type': 'artist', 'uri': 'spotify:artist:76Plkuk64KSXfG04kwxNZk'}]",2020-12-06T00:01:24Z,0.815,0.518,1,-7.932,0.0644,0.0501,2.27e-05,0.162,0.518,106.042
755,755,time is running out,5m1e17PlqeePSDvwICyKlZ,97215,https://open.spotify.com/track/5m1e17PlqeePSDvwICyKlZ,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/76Plkuk64KSXfG04kwxNZk'}, 'href': 'https://api.spotify.com/v1/artists/76Plkuk64KSXfG04kwxNZk', 'id': '76Plkuk64KSXfG04kwxNZk', 'name': 'Koi', 'type': 'artist', 'uri': 'spotify:artist:76Plkuk64KSXfG04kwxNZk'}]",2020-12-02T06:45:17Z,0.827,0.464,5,-7.513,0.183,0.213,0.0,0.128,0.705,157.917
757,757,Holding On,6CN7FuZ7o1xle9TNxApGeQ,126443,https://open.spotify.com/track/6CN7FuZ7o1xle9TNxApGeQ,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6ASri4ePR7RlsvIQgWPJpS'}, 'href': 'https://api.spotify.com/v1/artists/6ASri4ePR7RlsvIQgWPJpS', 'id': '6ASri4ePR7RlsvIQgWPJpS', 'name': 'iann dior', 'type': 'artist', 'uri': 'spotify:artist:6ASri4ePR7RlsvIQgWPJpS'}]",2020-11-21T20:28:23Z,0.706,0.76,8,-4.702,0.0369,0.0599,1.46e-06,0.202,0.564,95.499
759,759,"F*CK YOU, GOODBYE (feat. Machine Gun Kelly)",0DYNL4xbYWgNzppUamtyR4,144860,https://open.spotify.com/track/0DYNL4xbYWgNzppUamtyR4,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2tIP7SsRs7vjIcLrU85W8J'}, 'href': 'https://api.spotify.com/v1/artists/2tIP7SsRs7vjIcLrU85W8J', 'id': '2tIP7SsRs7vjIcLrU85W8J', 'name': 'The Kid LAROI', 'type': 'artist', 'uri': 'spotify:artist:2tIP7SsRs7vjIcLrU85W8J'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6TIYQ3jFPwQSRmorSezPxX'}, 'href': 'https://api.spotify.com/v1/artists/6TIYQ3jFPwQSRmorSezPxX', 'id': '6TIYQ3jFPwQSRmorSezPxX', 'name': 'Machine Gun Kelly', 'type': 'artist', 'uri': 'spotify:artist:6TIYQ3jFPwQSRmorSezPxX'}]",2020-11-06T18:26:32Z,0.721,0.632,5,-6.695,0.0358,0.0693,0.0,0.291,0.296,92.057
761,761,SO DONE,3qgPpwtuRu5oP8EtFSj8HE,126521,https://open.spotify.com/track/3qgPpwtuRu5oP8EtFSj8HE,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2tIP7SsRs7vjIcLrU85W8J'}, 'href': 'https://api.spotify.com/v1/artists/2tIP7SsRs7vjIcLrU85W8J', 'id': '2tIP7SsRs7vjIcLrU85W8J', 'name': 'The Kid LAROI', 'type': 'artist', 'uri': 'spotify:artist:2tIP7SsRs7vjIcLrU85W8J'}]",2020-11-06T18:15:38Z,0.719,0.598,9,-6.254,0.077,0.232,0.0,0.115,0.303,142.592
